Sport_Name,Cluster_2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
soccer,1,-0.27796360226665967,-0.7379079282400278,-0.711020001531885,0.1980047704126493,-0.47299932673811634,0.17166086586034163,0.30728558148778296,0.2537154217230433
,1,-0.5730841593942075,0.0732159376975613,0.7871918411787452,-0.23492147153417425,-0.7176069169190793,-0.16007306319082243,-0.3529196475487326,0.26612068082125095
,1,-0.735173320708089,0.7801297320145737,-0.4195564735534828,-0.16198016162906814,0.07303422971382187,-0.05618527959356456,0.6582373182999227,-0.17472960604089874
,0,1.705154052090549,0.011545822264108788,-0.17898514928852974,0.23091585481381827,-0.2783148358019239,0.530849904775645,0.23524613272739134,-0.1767143461524881
basketball,1,-0.5181364541428315,0.048352896478640675,-0.23548252179746512,-0.4156224985897352,-0.295087695239685,0.3291507801171598,-0.1541933139693298,-0.047541133762475984
,0,1.2333774043063142,0.6489492856288299,0.09797931134542912,-0.4817212089026406,-0.14732234814410805,0.4422614060249807,-0.12569454945102532,-0.29528670259690326
golf,1,-0.5975670559342873,0.12549893864028178,-0.14123202959100298,-0.4556029066972883,-0.24019403034241063,0.32504372303655615,-0.1368390365566486,-0.21525958265616438
soccer,1,-0.6242949037518374,-0.4144873755060588,0.7801457245110242,0.539505203469521,0.44164166625999723,0.01157849684081963,0.8108863319995715,0.19422590189242475
fencing,1,-0.4417835360151851,-0.6933381422135876,0.10988300156874689,0.6107707134940022,0.5427093033953425,0.06313825753684638,-0.24840300997504544,1.2013615203450825
,0,1.6583251894263449,0.2912843124310291,-0.33943966781002805,-0.4316600976504941,0.524888168764166,-0.3537273599602898,-0.4936174048926395,-0.1673056135087669
basketball,0,1.76077237289838,-0.832816837315119,0.6461224863013767,0.25420042807808996,0.20414456309653053,-0.559052907114198,-0.5567124672777707,0.9019623553570181
,0,1.808011362400805,-0.09332803319610583,-0.6924346755866914,0.09748896535045581,0.05590908373137529,0.15193185825483413,-0.026958750738998796,0.9240027738819491
,0,1.9877657468308927,-0.5661427874623566,-0.7295693413518047,0.35656396439586135,0.09422754716226853,-0.3769913630415197,0.010149628717831538,-0.015130529131970744
gymnastics,0,1.7727971276463372,-0.3189233592234851,0.2804476693763396,0.8482444290346466,-0.10409874730890817,-0.6057617607733632,-0.026134208447599977,-0.5796716320303242
football,0,1.9260480463445409,-0.4948277783674457,0.08452061451438347,-0.2738227693252152,-0.3801943005470393,-0.2824793888974857,-0.06826439097910961,-0.42338018511051
soccer,1,-0.6369553052079564,0.6578474291947922,-0.45595847967377534,0.442445868730304,0.13405846945635677,-0.41778258683267744,-0.5990210472979517,1.0431252934197
,1,-0.6592402604598239,0.30771897400976267,-0.026783898953990568,-0.6200047459620814,0.014876554806802084,-0.04102156195775142,0.7011227033941028,-0.1303348972001161
basketball,1,-0.43432601441607543,-0.49207359012857427,0.6379233534428583,0.28100782853324524,-0.9339875757955421,-0.12518381819819674,-0.032068324590811964,0.26518888347930714
field hockey,1,-0.48879080715768797,-0.0833525261901861,0.15333112435676036,-0.7680819918690651,-0.6775635195262689,0.25308400474431714,-0.154950623925475,0.05540139981331002
,0,1.5565588033754967,0.5708555831033205,-0.20937495995174835,-0.41962983019001904,0.13592114828073057,0.36584180568803465,-0.14524760579656873,0.1410173711918671
soccer,1,-0.43432601441607543,-0.49207359012857427,0.6379233534428583,0.28100782853324524,-0.9339875757955421,-0.12518381819819674,-0.032068324590811964,0.26518888347930714
,0,1.265065688310639,1.4651806495139248,0.4200701035133243,0.5017894120419567,0.26614435063523545,-0.3025324678628446,0.5288564184154657,-0.09225174008102618
,0,1.5115813412681498,0.3891703667328992,0.4154629780233915,-0.3985994940771469,-0.38356073935999535,-0.4978416525640875,-0.64305195204289,1.53626730809197
track,1,-0.5617451892220032,-0.06712475510334406,0.37056099046683166,-0.030608278240289832,0.038514691081491054,-0.7452005802773891,-0.6158436432095526,-0.4358868524653636
football,1,0.03891367790409217,-0.7606151990835694,-0.5256823034044482,0.4049447116856918,-0.5906428778548889,0.20678411148874876,0.3617767215237656,-0.02090379897763417
volleyball,1,-0.40406670425638436,-0.05803079553216681,-1.0594293858325414,0.5598310333992503,-0.24013411723348738,0.16038258019007262,-0.020558285150734046,0.5146742950674036
,1,-0.5431022631926747,-0.28322212529810636,0.343360199495095,0.5934869137050222,-0.49661808661168383,-0.05322409990595772,-0.013956737221985566,-0.005472098990167179
,1,-0.7577934684190721,0.7544781605328403,0.09985611263148961,0.535582197970616,-0.22207975282820128,-0.10327706253439656,-0.3776934452740862,-0.04893501048900609
cheer,1,-0.4234901605694603,-0.1823713610866518,-0.8298837855258097,0.7506653315745274,-0.5578033121400139,0.2825089452389095,0.3413968893723236,-0.2751976560138392
,0,1.3267388928361763,1.2829606141444438,0.3056219728763119,0.6661912513067499,0.011073765486022652,0.06353281713146297,-0.3091053215352858,-0.17717642553707447
bowling,0,1.2368749458495043,1.0442140014719998,-0.3890437554605253,0.016283783537925922,-0.14405833813436264,0.4312047454697712,-0.1859342119578865,-0.17196296254399754
football,1,0.0008268544379711473,-0.9216228074206996,0.43052474978773947,0.3292591400813417,-0.5517615885114419,-0.7929843220414938,-0.3138918298424871,-0.037996697425742715
volleyball,1,-0.1662984315518672,-0.9152158904021237,-0.009228169766720667,0.05490614679822392,0.9407190185854408,-0.18275947392541136,0.7852634092263598,-0.49605422503998575
,1,-0.5626216992263008,-0.5967074108755395,0.6656975938740117,0.7039070427343143,0.18657108111078444,0.3776437818351272,-0.027075407951179936,0.1093012164363765
,1,-0.48879080715768797,-0.0833525261901861,0.15333112435676036,-0.7680819918690651,-0.6775635195262689,0.25308400474431714,-0.154950623925475,0.05540139981331002
,1,-0.5116344105036116,-0.01217322858624642,0.7353064149793863,-0.23523162364967162,-0.7944148845676123,-0.22037852833274885,-0.41115120640393854,0.44249594584067065
track,1,-0.5853982079635879,0.6282450169479434,0.503196156955809,0.6383278432766012,0.856461836159401,0.011117730889815769,0.5045932605806479,0.1025486952862564
,0,1.8436311599202422,-0.08350117773495999,-0.681177010395392,0.9890613306542481,0.47866651169980123,0.6156247535210754,0.2134635252033942,0.5683328065542627
soccer,0,1.4809117980610456,-0.12519170702777355,0.24327397755730554,-0.2782709940069979,-0.8010724962044291,0.4051909327253674,0.17704518613806894,-0.025557517469372626
dance,0,1.3542155675174294,0.5523185542907819,-0.4578352809598357,-0.5748575381429525,0.20881587414044997,0.1277558817266999,-0.3470221514748908,0.7967736013118026
soccer,1,-0.062243970183594066,-0.9767402202353237,-0.43012509893870765,0.561287879400845,0.42068657876699667,0.5896390140093427,0.28427633132534136,0.44329800815876363
,0,1.857090479882857,-0.47549182311123245,-0.3534130474456453,0.31508390869975555,-0.06405534991609776,-0.19260469283822357,0.17183481517565766,-0.7903909130382651
baseball,1,-0.681860408170807,0.2820674025280292,0.49262868723098185,0.07755761363760261,-0.28023742773522103,-0.08811334489858341,-0.3348080601799063,-0.004540301648223444
football,1,-0.5361173070436912,0.04010977235647406,-0.19311745579036188,-0.4559130588127857,-0.3170019979909437,0.26473825789462974,-0.19507059541185445,-0.038884317636744714
swim,1,-0.40785833893094814,-0.30681902813965634,-0.5372085169607208,-0.6584047754040454,0.22151974878321876,-0.4580553093566305,-0.4948713125650156,-0.16208776457720467
,1,-0.6190353234409399,0.1891886327067048,-0.049412375104397305,1.0515114980380358,-0.4384604117046641,-0.06838781754177081,-0.05684212231616556,-0.04986680783094982
,1,-0.23362344820995506,-0.3754023829073428,0.13680013238200414,-0.5051363922510067,1.1189439181866603,-0.29782400183951974,0.4426944555477299,-0.41338424941470975
,1,-0.4774518369854836,-0.22369321899109146,-0.26329972635515314,-0.5637687985751807,0.07855808847430143,-0.3320435123422495,-0.417874619586295,-0.6466061334733045
tennis,1,-0.7630530487299696,0.15080215232007682,0.9294142122469111,0.023575903402101528,0.65802232513646,-0.02331074815180606,0.49003500904165076,0.19515769923436851
soccer,0,2.035460226713992,-0.7674690970902653,-0.3327586841034496,-0.09203115330088596,-0.3584631787910388,-0.3905762081448436,0.07672653482811068,-0.03521156167269088
track,1,-0.6170864919679133,-0.18798634693715144,0.1811053647879138,-0.34518277766799627,0.4429951373800577,0.7559116047776411,-0.14995770728584296,-0.10048626722962069
hockey,1,-0.4695315434564848,-0.1245989927701755,-0.4227603863237084,-0.8228066146688386,0.47659033393243144,-0.824120594350938,0.3430904273857358,-0.07716307912115641
,0,1.3267388928361763,1.2829606141444438,0.3056219728763119,0.6661912513067499,0.011073765486022652,0.06353281713146297,-0.3091053215352858,-0.17717642553707447
tennis,0,1.9341786592230612,-0.759025824773998,-0.5839844155050927,-0.48401619811495766,-0.29603954692421003,-0.7027755179345243,-0.42262146590403926,1.0609881278186335
basketball,1,-0.5204821154816918,-0.2575705538163729,-0.1760523866898775,-0.10407544589466189,-0.20150410406966074,-0.006132316965125728,1.0219740263520236,-0.13126669454205986
track,1,-0.09396919930654823,-0.6497500124684072,-0.47055669161792724,0.4493681027830002,-0.4756791509311123,0.3472648595521576,0.4417259110996806,-0.27901724228038605
,1,-0.4930282011717653,-0.6798332200241044,0.391788803268444,0.6092710659054495,0.3295327414197018,0.25163198482074617,-0.10407210092990052,0.5938195853324763
,1,-0.5975670559342873,0.12549893864028178,-0.14123202959100298,-0.4556029066972883,-0.24019403034241063,0.32504372303655615,-0.1368390365566486,-0.21525958265616438
wrestling,1,-0.34397915491964043,0.13053104526333734,-0.17467751028261275,-0.2988755511558021,-0.09991219422648931,0.37463591971399113,-0.07939539992347146,-0.26347387776349385
volleyball,0,2.0573592448854283,-0.6492685966109215,-1.0034781319573725,0.26192798756699665,0.23718920747118585,-0.5030031600559007,-0.06684706426088903,0.469387839764129
tennis,0,1.4459776017806827,0.40418580074087523,0.47869087951934175,1.2925406804034618,0.4778822743320281,0.5292899438651735,-0.0013726693065594653,-0.0633349074524745
wrestling,1,-0.6963437195284761,0.6690889942490326,0.047970686432130705,0.5352720458551187,-0.29888772047673434,-0.16358252767632298,-0.43592500412929214,0.12744025453041355
karate,0,1.796140219619632,-0.040710361448426435,-0.6727118123497475,0.1657116320725428,0.228401338700961,-0.2160882667520062,1.06950453613219,0.817940627143629
,1,-0.6592402604598239,0.30771897400976267,-0.026783898953990568,-0.6200047459620814,0.014876554806802084,-0.04102156195775142,0.7011227033941028,-0.1303348972001161
,1,-0.6170864919679133,-0.18798634693715144,0.1811053647879138,-0.34518277766799627,0.4429951373800577,0.7559116047776411,-0.14995770728584296,-0.10048626722962069
basketball,0,2.038742460391717,-0.5937218668407365,-0.24927061338467263,-0.27263327385215985,-0.24382570621993171,-0.531278581323312,-0.27082685887946034,0.3605370149215157
,1,-0.49697127301910965,-0.5371785045685247,0.05903766802376362,-0.4533486695458887,0.7617472561967698,0.09882436939883543,-0.4309932903154894,-0.5318328180467609
,1,-0.3479104564756362,-0.2458877346356349,0.00719520595093931,-0.7284117358770095,-0.8092651520720763,0.19688559668299438,-0.23053646019336207,0.3994951137264181
cross country,0,1.812882648757546,-0.3300712728733377,-0.7057540293659179,0.8850282696506137,0.8904680546890309,0.034605743983148474,-0.02850014969286163,-0.1124703714398981
swim,1,-0.5638134366027052,0.4174326521937174,-0.8235299720173302,-0.2686464059184079,0.6049629105061745,-0.9017662422562698,0.23287082622513158,0.0014657781545671378
,1,-0.6592402604598239,0.30771897400976267,-0.026783898953990568,-0.6200047459620814,0.014876554806802084,-0.04102156195775142,0.7011227033941028,-0.1303348972001161
,0,1.949288739936149,-0.31431089425666253,-0.38072145467447827,0.4188068175878926,-0.5526648605538607,0.32810885155777697,0.35556693121670757,0.06678752997531531
,1,-0.6735001161825525,0.597909696645093,-0.5340046041904952,0.002421677635725039,-0.18203635543539087,0.309880005400743,-0.1797244216508286,-0.259654291496947
,0,1.4622688720317174,0.09090566316698875,0.2704747685290423,-0.9023661859523099,-0.2659397185112543,-0.286785547646064,-0.42484171984949803,-0.45597227094456905
swim,1,-0.48879080715768797,-0.0833525261901861,0.15333112435676036,-0.7680819918690651,-0.6775635195262689,0.25308400474431714,-0.154950623925475,0.05540139981331002
,1,-0.43185045255771476,-0.4982136552037156,0.19674950589566745,0.8258012675764049,-0.656004384439844,-0.1154844050604169,0.18631325084324593,-0.020083666165115643
tennis,1,-0.5463223907777071,0.11199401645079868,-0.42313783129070015,-0.4541032591087356,-0.027017468366769964,0.1365499957526564,-0.28116994560179354,0.3922823523564416
,0,1.4189525386016943,1.2254863764776125,-0.48769940391422817,-0.1260070851217988,0.44914940833696315,-0.015387196942086068,0.6498287490600028,0.1815473478071327
,1,-0.6735001161825525,0.597909696645093,-0.5340046041904952,0.002421677635725039,-0.18203635543539087,0.309880005400743,-0.1797244216508286,-0.259654291496947
dance,1,-0.6592402604598239,0.30771897400976267,-0.026783898953990568,-0.6200047459620814,0.014876554806802084,-0.04102156195775142,0.7011227033941028,-0.1303348972001161
football,0,1.7737285765354054,-0.7747645608485636,-0.07728983900563108,-0.1544326841290049,-0.7185146428644105,-0.37446207294982403,0.03804803231844825,-0.2951403704420416
soccer,1,-0.24943687926437813,-1.3113194972251279,0.20433233423564004,-0.24989845465024602,0.10799710813644856,0.061753896099222105,-0.12825355472639505,-0.2621036329192302
volleyball,0,1.2578603008463936,0.5966662846861093,1.0264031821151773,-0.26103977373952647,-0.6247352347207767,-0.042855380202397875,-0.34177516044310935,0.18609356088051202
street hockey,0,1.9866318603927042,-0.497686338755776,-0.08291811513955283,0.1504409713979269,-0.9518785904624754,0.33632441618702036,0.35917297456859054,0.2557103341614575
track,0,1.2333774043063142,0.6489492856288299,0.09797931134542912,-0.4817212089026406,-0.14732234814410805,0.4422614060249807,-0.12569454945102532,-0.29528670259690326
soccer,1,-0.5975670559342873,0.12549893864028178,-0.14123202959100298,-0.4556029066972883,-0.24019403034241063,0.32504372303655615,-0.1368390365566486,-0.21525958265616438
football,0,1.3831525170508154,0.4970645705621996,1.020731941854721,0.31858679600302864,0.6361052583014712,0.509564416508361,-0.2793386071703001,-0.018008401269748148
football,1,-0.33869369200735144,-0.788982746817227,-0.41256821409104005,-0.0478394985077612,-0.1378225704021614,-0.2971542673496238,-0.0970232966283743,-0.6475379308152482
basketball,1,-0.5975670559342873,0.12549893864028178,-0.14123202959100298,-0.4556029066972883,-0.24019403034241063,0.32504372303655615,-0.1368390365566486,-0.21525958265616438
basketball,0,1.7818723256993452,-0.772501203713321,-0.29931320341183987,-0.24875850884237216,-0.49874501490696,-0.4401684048222786,0.019282898194933534,0.013002733434638564
basketball,1,-0.6190353234409399,0.1891886327067048,-0.049412375104397305,1.0515114980380358,-0.4384604117046641,-0.06838781754177081,-0.05684212231616556,-0.04986680783094982
soccer,1,-0.7013798442044329,-0.031417883049404044,0.8149660816098987,0.1879777426668947,0.4029517399872473,0.3427545368425015,-0.3479267309091006,0.11023301377832026
,1,-0.23520290614304107,-0.07832041956713054,0.11988564366515056,-0.611354636327579,-0.5372816834103477,0.3026762014217521,-0.09750698729229786,0.0071871047059805515
soccer,0,1.8350954819908707,-0.7828370436135246,0.41009819448046236,-0.11928940131411198,0.3411506264506724,0.22856377576508158,-0.059665430987594595,-0.3903450479672985
volleyball,1,-0.3582131280409775,-1.10246803239466,-0.0902308197121233,0.06258063052153084,0.5453665973203069,0.13371361439146112,-0.11014196735756866,-0.5327646153887046
tennis,1,-0.7630530487299696,0.15080215232007682,0.9294142122469111,0.023575903402101528,0.65802232513646,-0.02331074815180606,0.49003500904165076,0.19515769923436851
baseball,1,-0.7013798442044329,-0.031417883049404044,0.8149660816098987,0.1879777426668947,0.4029517399872473,0.3427545368425015,-0.3479267309091006,0.11023301377832026
tennis,1,-0.5626216992263008,-0.5967074108755395,0.6656975938740117,0.7039070427343143,0.18657108111078444,0.3776437818351272,-0.027075407951179936,0.1093012164363765
,1,-0.5146421449709405,-0.09375618456433107,0.7795722750516074,-0.5074892026768598,-0.14378421295315463,-1.1832255835639356,0.20400650937237233,-0.08030118453984092
soccer,1,-0.5721813890050629,0.1877936797296117,-0.7674818021168434,0.01970547742470513,0.8572910345716354,0.4262423628435471,-0.41417069440388843,0.9471793278383026
swim,1,-0.6735001161825525,0.597909696645093,-0.5340046041904952,0.002421677635725039,-0.18203635543539087,0.309880005400743,-0.1797244216508286,-0.259654291496947
marching band,0,1.5321564632176257,-0.13869662921725667,-0.03863182414239166,-0.2767713464184452,-0.5878959342287885,0.21669720544146762,0.032714277092924016,0.5819844175432334
,0,1.5318704082838117,1.0297614189186484,-0.8840533362509378,0.03989440173154707,0.407255385163391,0.16218436076832174,-0.33246389993589365,0.7041645973636904
tennis,0,1.1717041997807773,0.8311693209983106,0.21242744198244154,-0.6461230481674337,0.10774823700510469,0.07619612103067314,0.7122671904997261,-0.210362017140855
cross country,0,1.1961870963208572,0.7788863200555902,1.1408513127521895,-0.4254416130043197,-0.36966464957156403,-0.40892066519670545,0.496186579507642,0.27101824633656024
soccer,1,-0.2583002875782218,-1.177118869499364,0.1797893374003627,0.09058179109902931,-0.37014130850842364,0.6565808263235686,0.3530520163684828,0.1546313507229615
,1,-0.5586444775446462,-0.3549584691990438,0.17348579866077604,-0.6177505088106818,1.0168178413459823,-0.26724091559547203,0.406968449635262,-0.4469081325907126
soccer,1,-0.6735001161825525,0.597909696645093,-0.5340046041904952,0.002421677635725039,-0.18203635543539087,0.309880005400743,-0.1797244216508286,-0.259654291496947
,1,-0.8194666729446087,0.9366981959023211,0.21430424326850203,0.3711803587058228,0.03299083232101149,-0.4693423475287042,0.4602682946766651,0.03598967496704217
,1,-0.33869369200735144,-0.788982746817227,-0.41256821409104005,-0.0478394985077612,-0.1378225704021614,-0.2971542673496238,-0.0970232966283743,-0.6475379308152482
hockey,1,-0.6735001161825525,0.597909696645093,-0.5340046041904952,0.002421677635725039,-0.18203635543539087,0.309880005400743,-0.1797244216508286,-0.259654291496947
soccer,1,-0.5586444775446462,-0.3549584691990438,0.17348579866077604,-0.6177505088106818,1.0168178413459823,-0.26724091559547203,0.406968449635262,-0.4469081325907126
,1,-0.5975670559342873,0.12549893864028178,-0.14123202959100298,-0.4556029066972883,-0.24019403034241063,0.32504372303655615,-0.1368390365566486,-0.21525958265616438
football,1,-0.2672605636873071,-0.8144587671485815,-0.41580839967820216,-0.09195273748957233,-0.17597832967740484,-0.37732955027110626,-0.11874092734908362,-0.5657997525319161
,1,-0.24943687926437813,-1.3113194972251279,0.20433233423564004,-0.24989845465024602,0.10799710813644856,0.061753896099222105,-0.12825355472639505,-0.2621036329192302
cross country,1,-0.6930195522161785,0.2844244110676597,-0.21166720981157847,0.11284180666501709,0.5011528122870774,0.7407478871418279,-0.19284309238002295,-0.14488097607040332
football,1,-0.18891857926285022,-0.9408674618838573,0.5101844164182519,0.7524685063979079,0.6456050360434179,-0.22985125686624341,-0.25066735434764914,-0.3702596294880931
track,1,-0.3686755882088843,-0.43254468382155936,0.031263427592610166,-0.8762478837469576,-0.35881140070955686,-0.4040032306344885,-0.43598620695512136,-0.3759451510038301
marching band,1,-0.7630530487299696,0.15080215232007682,0.9294142122469111,0.023575903402101528,0.65802232513646,-0.02331074815180606,0.49003500904165076,0.19515769923436851
soccer,0,1.486965305320961,0.6539813922518853,0.06453383065381932,-0.3249938533611544,-0.0070405120281867295,0.4918536027024157,-0.06825091281784816,-0.34350099770423276
,1,-0.735173320708089,0.7801297320145737,-0.4195564735534828,-0.16198016162906814,0.07303422971382187,-0.05618527959356456,0.6582373182999227,-0.17472960604089874
,1,-0.7577934684190721,0.7544781605328403,0.09985611263148961,0.535582197970616,-0.22207975282820128,-0.10327706253439656,-0.3776934452740862,-0.04893501048900609
