Sport_Name,Cluster_2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Cluster_2_Label
,1,-0.7351733207080894,0.7801297320145725,0.41955647355348247,-0.16198016162907006,0.07303422971382349,0.056185279593570364,0.6582373182999228,-0.17472960604090015,Contact
,0,1.7051540520905493,0.011545822264108408,0.17898514928852757,0.23091585481381516,-0.27831483580192573,-0.5308499047756453,0.23524613272739622,-0.17671434615248763,Collision
basketball,1,-0.5181364541428316,0.048352896478640384,0.23548252179746523,-0.4156224985897368,-0.29508769523968365,-0.32915078011716176,-0.15419331396932764,-0.04754113376247616,Contact
,0,1.2333774043063148,0.6489492856288307,-0.09797931134542862,-0.4817212089026418,-0.14732234814410608,-0.4422614060249804,-0.12569454945102143,-0.29528670259690265,Collision
golf,1,-0.5975670559342874,0.12549893864028192,0.14123202959100334,-0.45560290669728953,-0.24019403034240902,-0.32504372303655693,-0.13683903655664723,-0.21525958265616435,Contact
soccer,1,-0.6242949037518368,-0.41448737550605974,-0.7801457245110264,0.5395052034695195,0.4416416662599945,-0.011578496840813062,0.8108863319995745,0.19422590189242198,Contact
fencing,1,-0.44178353601518483,-0.6933381422135867,-0.10988300156874815,0.6107707134940056,0.5427093033953402,-0.06313825753685,-0.24840300997503958,1.2013615203450805,Contact
,0,1.6583251894263444,0.29128431243102965,0.33943966781002927,-0.43166009765048924,0.5248881687641656,0.3537273599602869,-0.49361740489264405,-0.16730561350876383,Collision
basketball,0,1.7607723728983804,-0.8328168373151186,-0.6461224863013746,0.2542004280780926,0.2041445630965301,0.5590529071141932,-0.556712467277773,0.901962355357018,Collision
,0,1.808011362400805,-0.09332803319610582,0.6924346755866894,0.09748896535045687,0.05590908373137481,-0.15193185825483713,-0.026958750738994536,0.9240027738819487,Collision
,0,1.9877657468308931,-0.5661427874623577,0.7295693413518028,0.3565639643958633,0.09422754716226496,0.37699136304151726,0.010149628717830535,-0.015130529131968004,Collision
gymnastics,0,1.772797127646338,-0.31892335922348486,-0.2804476693763403,0.8482444290346483,-0.10409874730891433,0.6057617607733606,-0.026134208447603013,-0.5796716320303207,Collision
football,0,1.92604804634454,-0.49482777836744574,-0.0845206145143822,-0.27382276932521626,-0.3801943005470387,0.2824793888974856,-0.06826439097911548,-0.42338018511050823,Collision
soccer,1,-0.636955305207957,0.6578474291947931,0.4559584796737763,0.44244586873030767,0.1340584694563557,0.41778258683266994,-0.59902104729795,1.0431252934197002,Contact
,1,-0.659240260459824,0.30771897400976106,0.02678389895398988,-0.6200047459620842,0.014876554806803804,0.04102156195775801,0.7011227033941023,-0.13033489720011776,Contact
basketball,1,-0.43432601441607654,-0.492073590128573,-0.637923353442858,0.28100782853324124,-0.9339875757955436,0.1251838181981948,-0.032068324590812367,0.26518888347930747,Contact
field hockey,1,-0.4887908071576889,-0.08335252619018496,-0.1533311243567593,-0.7680819918690687,-0.6775635195262651,-0.25308400474431714,-0.15495062392547698,0.055401399813309986,Contact
,0,1.5565588033754967,0.5708555831033213,0.2093749599517481,-0.419629830190018,0.135921148280732,-0.36584180568803604,-0.1452476057965665,0.14101737119186744,Collision
soccer,1,-0.43432601441607654,-0.492073590128573,-0.637923353442858,0.28100782853324124,-0.9339875757955436,0.1251838181981948,-0.032068324590812367,0.26518888347930747,Contact
,0,1.2650656883106395,1.4651806495139241,-0.4200701035133251,0.5017894120419558,0.266144350635233,0.30253246786284793,0.5288564184154647,-0.09225174008102587,Collision
,0,1.5115813412681494,0.3891703667329006,-0.41546297802338883,-0.39859949407714657,-0.3835607393599924,0.49784165256408075,-0.6430519520428905,1.5362673080919693,Collision
track,1,-0.5617451892220037,-0.06712475510334323,-0.3705609904668295,-0.03060827824028547,0.038514691081488424,0.7452005802773845,-0.6158436432095585,-0.43588685246536124,Contact
football,1,0.03891367790409339,-0.7606151990835722,0.5256823034044463,0.4049447116856876,-0.5906428778548899,-0.2067841114887504,0.3617767215237664,-0.020903798977634995,Contact
volleyball,1,-0.40406670425638447,-0.05803079553216785,1.0594293858325399,0.5598310333992491,-0.24013411723348865,-0.16038258019007587,-0.02055828515072881,0.5146742950674038,Contact
,1,-0.5431022631926747,-0.2832221252981061,-0.3433601994950956,0.5934869137050203,-0.4966180866116877,0.05322409990595509,-0.013956737221982683,-0.00547209899016679,Contact
,1,-0.7577934684190728,0.754478160532841,-0.09985611263148837,0.5355821979706161,-0.2220797528282029,0.10327706253439194,-0.3776934452740855,-0.0489350104890051,Contact
cheer,1,-0.42349016056945954,-0.1823713610866526,0.8298837855258077,0.7506653315745242,-0.5578033121400151,-0.2825089452389094,0.341396889372328,-0.2751976560138387,Contact
,0,1.3267388928361759,1.282960614144445,-0.3056219728763115,0.6661912513067504,0.011073765486020131,-0.06353281713146712,-0.3091053215352848,-0.17717642553707244,Collision
bowling,0,1.2368749458495047,1.0442140014720007,0.3890437554605255,0.01628378353792481,-0.14405833813436106,-0.43120474546977283,-0.18593421195788143,-0.17196296254399696,Collision
football,1,0.0008268544379698002,-0.9216228074206988,-0.4305247497877392,0.3292591400813429,-0.5517615885114453,0.7929843220414898,-0.313891829842497,-0.03799669742574091,Contact
volleyball,1,-0.16629843155186674,-0.9152158904021258,0.009228169766718516,0.05490614679822601,0.940719018585439,0.18275947392541977,0.7852634092263551,-0.4960542250399871,Contact
,1,-0.5626216992263002,-0.596707410875539,-0.6656975938740126,0.703907042734314,0.1865710811107816,-0.3776437818351278,-0.027075407951175072,0.10930121643637543,Contact
,1,-0.4887908071576889,-0.08335252619018496,-0.1533311243567593,-0.7680819918690687,-0.6775635195262651,-0.25308400474431714,-0.15495062392547698,0.055401399813309986,Contact
,1,-0.5116344105036129,-0.012173228586244781,-0.7353064149793848,-0.23523162364967393,-0.7944148845676113,0.22037852833274488,-0.4111512064039421,0.4424959458406704,Contact
track,1,-0.585398207963588,0.6282450169479428,-0.5031961569558101,0.638327843276602,0.8564618361593992,-0.011117730889811574,0.5045932605806466,0.10254869528625475,Contact
,0,1.8436311599202437,-0.08350117773496188,0.6811770103953901,0.989061330654247,0.47866651169980023,-0.6156247535210767,0.21346352520340175,0.5683328065542622,Collision
soccer,0,1.4809117980610451,-0.12519170702777202,-0.24327397755730595,-0.27827099400700295,-0.8010724962044272,-0.40519093272536527,0.177045186138072,-0.02555751746937234,Collision
dance,0,1.3542155675174306,0.5523185542907828,0.45783528095983633,-0.5748575381429503,0.20881587414045258,-0.12775588172670238,-0.347022151474886,0.7967736013118029,Collision
soccer,1,-0.06224397018359308,-0.9767402202353253,0.43012509893870454,0.5612878794008443,0.42068657876699483,-0.5896390140093425,0.2842763313253456,0.4432980081587628,Contact
,0,1.8570904798828578,-0.4754918231112329,0.35341304744564384,0.31508390869975644,-0.06405534991610086,0.19260469283822415,0.17183481517565552,-0.7903909130382623,Collision
baseball,1,-0.6818604081708071,0.28206740252803,-0.4926286872309809,0.07755761363760232,-0.28023742773522253,0.08811334489857964,-0.3348080601799058,-0.0045403016482227845,Contact
football,1,-0.5361173070436913,0.04010977235647402,0.1931174557903621,-0.45591305881278665,-0.3170019979909418,-0.2647382578946314,-0.19507059541185381,-0.038884317636745415,Contact
swim,1,-0.4078583389309482,-0.3068190281396559,0.5372085169607224,-0.6584047754040399,0.2215197487832199,0.45805530935662786,-0.49487131256502,-0.16208776457720375,Contact
,1,-0.61903532344094,0.18918863270670502,0.04941237510439675,1.0515114980380342,-0.43846041170466804,0.06838781754176748,-0.05684212231616232,-0.04986680783094911,Contact
,1,-0.23362344820995423,-0.3754023829073456,-0.13680013238200373,-0.5051363922510037,1.1189439181866614,0.2978240018395259,0.44269445554772235,-0.41338424941471147,Contact
,1,-0.4774518369854839,-0.2236932189910913,0.2632997263551547,-0.5637687985751773,0.0785580884743019,0.33204351234224794,-0.41787461958629996,-0.6466061334733029,Contact
tennis,1,-0.7630530487299695,0.15080215232007624,-0.9294142122469116,0.023575903402101597,0.6580223251364594,0.023310748151811583,0.49003500904165137,0.195157699234366,Contact
soccer,0,2.0354602267139916,-0.7674690970902643,0.3327586841034488,-0.09203115330088515,-0.35846317879103895,0.3905762081448438,0.07672653482810589,-0.03521156167268892,Collision
track,1,-0.617086491967913,-0.18798634693715113,-0.1811053647879138,-0.3451827776679959,0.4429951373800602,-0.75591160477764,-0.14995770728583965,-0.10048626722962214,Contact
hockey,1,-0.4695315434564847,-0.12459899277017658,0.4227603863237089,-0.8228066146688344,0.47659033393243294,0.8241205943509429,0.3430904273857295,-0.07716307912115695,Contact
,0,1.3267388928361759,1.282960614144445,-0.3056219728763115,0.6661912513067504,0.011073765486020131,-0.06353281713146712,-0.3091053215352848,-0.17717642553707244,Collision
tennis,0,1.9341786592230612,-0.7590258247739979,0.5839844155050941,-0.48401619811495533,-0.2960395469242076,0.7027755179345198,-0.422621465904042,1.060988127818633,Collision
basketball,1,-0.5204821154816912,-0.25757055381637484,0.17605238668987502,-0.10407544589466626,-0.2015041040696612,0.006132316965133433,1.0219740263520256,-0.1312666945420618,Contact
track,1,-0.09396919930654757,-0.6497500124684085,0.4705566916179244,0.44936810278299644,-0.4756791509311148,-0.3472648595521573,0.4417259110996825,-0.2790172422803854,Contact
,1,-0.4930282011717647,-0.6798332200241036,-0.39178880326844523,0.6092710659054514,0.3295327414196996,-0.2516319848207478,-0.10407210092989504,0.5938195853324746,Contact
,1,-0.5975670559342874,0.12549893864028192,0.14123202959100334,-0.45560290669728953,-0.24019403034240902,-0.32504372303655693,-0.13683903655664723,-0.21525958265616435,Contact
wrestling,1,-0.3439791549196406,0.13053104526333684,0.17467751028261244,-0.2988755511558033,-0.09991219422648898,-0.37463591971399246,-0.07939539992347233,-0.2634738777634933,Contact
volleyball,0,2.057359244885429,-0.6492685966109222,1.0034781319573705,0.2619279875670008,0.23718920747118294,0.5030031600558973,-0.06684706426088943,0.4693878397641311,Collision
tennis,0,1.445977601780683,0.40418580074087623,-0.4786908795193434,1.2925406804034623,0.477882274332024,-0.5292899438651744,-0.001372669306554019,-0.06333490745247425,Collision
wrestling,1,-0.6963437195284767,0.6690889942490331,-0.04797068643212963,0.535272045855119,-0.2988877204767356,0.1635825276763174,-0.435925004129292,0.12744025453041383,Contact
karate,0,1.7961402196196334,-0.0407103614484281,0.6727118123497435,0.16571163207254122,0.22840133870095955,0.21608826675201218,1.069504536132193,0.8179406271436283,Collision
,1,-0.659240260459824,0.30771897400976106,0.02678389895398988,-0.6200047459620842,0.014876554806803804,0.04102156195775801,0.7011227033941023,-0.13033489720011776,Contact
,1,-0.617086491967913,-0.18798634693715113,-0.1811053647879138,-0.3451827776679959,0.4429951373800602,-0.75591160477764,-0.14995770728583965,-0.10048626722962214,Contact
basketball,0,2.0387424603917164,-0.5937218668407368,0.24927061338467368,-0.2726332738521593,-0.24382570621993085,0.5312785813233091,-0.27082685887946667,0.3605370149215168,Collision
,1,-0.4969712730191092,-0.5371785045685241,-0.05903766802376246,-0.4533486695458836,0.7617472561967711,-0.09882436939883513,-0.4309932903154924,-0.5318328180467606,Contact
,1,-0.34791045647563723,-0.24588773463563438,-0.007195205950938605,-0.728411735877013,-0.8092651520720725,-0.19688559668299646,-0.23053646019336396,0.3994951137264172,Contact
cross country,0,1.8128826487575467,-0.3300712728733379,0.7057540293659162,0.8850282696506181,0.8904680546890286,-0.03460574398314863,-0.028500149692861094,-0.11247037143989615,Collision
swim,1,-0.5638134366027058,0.4174326521937161,0.8235299720173308,-0.2686464059184037,0.6049629105061752,0.9017662422562731,0.23287082622512525,0.0014657781545675647,Contact
,1,-0.659240260459824,0.30771897400976106,0.02678389895398988,-0.6200047459620842,0.014876554806803804,0.04102156195775801,0.7011227033941023,-0.13033489720011776,Contact
,0,1.9492887399361511,-0.31431089425666475,0.38072145467447627,0.4188068175878881,-0.5526648605538618,-0.3281088515577786,0.3555669312167118,0.06678752997531505,Collision
,1,-0.6735001161825528,0.597909696645093,0.5340046041904957,0.00242167763572436,-0.1820363554353894,-0.3098800054007445,-0.17972442165082692,-0.2596542914969466,Contact
,0,1.4622688720317163,0.09090566316699086,-0.2704747685290397,-0.9023661859523088,-0.26593971851125114,0.2867855476460641,-0.4248417198495039,-0.4559722709445669,Collision
swim,1,-0.4887908071576889,-0.08335252619018496,-0.1533311243567593,-0.7680819918690687,-0.6775635195262651,-0.25308400474431714,-0.15495062392547698,0.055401399813309986,Contact
,1,-0.4318504525577142,-0.49821365520371574,-0.19674950589566895,0.825801267576402,-0.656004384439848,0.11548440506041477,0.18631325084324907,-0.02008366616511492,Contact
tennis,1,-0.5463223907777075,0.1119940164507986,0.42313783129070054,-0.4541032591087355,-0.02701746836676846,-0.13654999575265894,-0.2811699456017918,0.3922823523564419,Contact
,0,1.418952538601695,1.2254863764776116,0.48769940391422684,-0.12600708512179856,0.44914940833696443,0.015387196942091291,0.6498287490600032,0.1815473478071316,Collision
,1,-0.6735001161825528,0.597909696645093,0.5340046041904957,0.00242167763572436,-0.1820363554353894,-0.3098800054007445,-0.17972442165082692,-0.2596542914969466,Contact
dance,1,-0.659240260459824,0.30771897400976106,0.02678389895398988,-0.6200047459620842,0.014876554806803804,0.04102156195775801,0.7011227033941023,-0.13033489720011776,Contact
football,0,1.7737285765354056,-0.7747645608485626,0.07728983900563101,-0.15443268412900596,-0.7185146428644097,0.3744620729498249,0.03804803231844443,-0.2951403704420401,Collision
soccer,1,-0.24943687926437835,-1.3113194972251268,-0.2043323342356397,-0.24989845465024477,0.10799710813644996,-0.06175389609921994,-0.12825355472639896,-0.2621036329192303,Contact
volleyball,0,1.2578603008463929,0.596666284686112,-1.0264031821151756,-0.2610397737395288,-0.6247352347207756,0.042855380202395925,-0.34177516044310974,0.18609356088051324,Collision
street hockey,0,1.9866318603927042,-0.4976863387557758,0.08291811513955048,0.1504409713979209,-0.9518785904624752,-0.33632441618702036,0.3591729745685916,0.2557103341614575,Collision
track,0,1.2333774043063148,0.6489492856288307,-0.09797931134542862,-0.4817212089026418,-0.14732234814410608,-0.4422614060249804,-0.12569454945102143,-0.29528670259690265,Collision
soccer,1,-0.5975670559342874,0.12549893864028192,0.14123202959100334,-0.45560290669728953,-0.24019403034240902,-0.32504372303655693,-0.13683903655664723,-0.21525958265616435,Contact
football,0,1.3831525170508157,0.497064570562201,-1.020731941854721,0.31858679600303014,0.6361052583014697,-0.5095644165083625,-0.2793386071702975,-0.018008401269747974,Collision
football,1,-0.3386936920073513,-0.7889827468172274,0.41256821409103983,-0.04783949850775946,-0.13782257040216297,0.2971542673496233,-0.09702329662837689,-0.6475379308152467,Contact
basketball,1,-0.5975670559342874,0.12549893864028192,0.14123202959100334,-0.45560290669728953,-0.24019403034240902,-0.32504372303655693,-0.13683903655664723,-0.21525958265616435,Contact
basketball,0,1.7818723256993456,-0.7725012037133193,0.2993132034118398,-0.24875850884237138,-0.498745014906959,0.44016840482227937,0.01928289819493105,0.013002733434639984,Collision
basketball,1,-0.61903532344094,0.18918863270670502,0.04941237510439675,1.0515114980380342,-0.43846041170466804,0.06838781754176748,-0.05684212231616232,-0.04986680783094911,Contact
soccer,1,-0.7013798442044328,-0.031417883049403114,-0.8149660816098979,0.18797774266689585,0.4029517399872467,-0.34275453684250345,-0.3479267309090982,0.11023301377831937,Contact
,1,-0.23520290614304226,-0.07832041956712997,-0.11988564366515025,-0.6113546363275824,-0.5372816834103451,-0.30267620142175267,-0.09750698729230205,0.007187104705981053,Contact
soccer,0,1.8350954819908702,-0.7828370436135231,-0.41009819448046253,-0.11928940131411075,0.34115062645067284,-0.22856377576507902,-0.0596654309875983,-0.39034504796729774,Collision
volleyball,1,-0.35821312804097666,-1.10246803239466,0.09023081971212288,0.06258063052153416,0.545366597320306,-0.1337136143914597,-0.11014196735756927,-0.5327646153887046,Contact
tennis,1,-0.7630530487299695,0.15080215232007624,-0.9294142122469116,0.023575903402101597,0.6580223251364594,0.023310748151811583,0.49003500904165137,0.195157699234366,Contact
baseball,1,-0.7013798442044328,-0.031417883049403114,-0.8149660816098979,0.18797774266689585,0.4029517399872467,-0.34275453684250345,-0.3479267309090982,0.11023301377831937,Contact
tennis,1,-0.5626216992263002,-0.596707410875539,-0.6656975938740126,0.703907042734314,0.1865710811107816,-0.3776437818351278,-0.027075407951175072,0.10930121643637543,Contact
,1,-0.5146421449709419,-0.09375618456433073,-0.7795722750516055,-0.5074892026768592,-0.14378421295315458,1.1832255835639394,0.20400650937236114,-0.0803011845398403,Contact
soccer,1,-0.5721813890050627,0.18779367972961225,0.7674818021168431,0.019705477424709576,0.8572910345716382,-0.42624236284354977,-0.41417069440388377,0.9471793278383006,Contact
swim,1,-0.6735001161825528,0.597909696645093,0.5340046041904957,0.00242167763572436,-0.1820363554353894,-0.3098800054007445,-0.17972442165082692,-0.2596542914969466,Contact
marching band,0,1.5321564632176252,-0.13869662921725529,0.03863182414239133,-0.27677134641844886,-0.5878959342287867,-0.21669720544146723,0.032714277092927374,0.581984417543234,Collision
,0,1.5318704082838115,1.0297614189186493,0.8840533362509376,0.039894401731549914,0.40725538516339216,-0.1621843607683258,-0.3324638999358907,0.7041645973636913,Collision
tennis,0,1.1717041997807778,0.83116932099831,-0.21242744198244223,-0.6461230481674365,0.10774823700510668,-0.07619612103066549,0.7122671904997281,-0.21036201714085606,Collision
cross country,0,1.1961870963208565,0.7788863200555913,-1.140851312752189,-0.42544161300432365,-0.36966464957156286,0.4089206651967108,0.4961865795076398,0.27101824633655985,Collision
soccer,1,-0.2583002875782214,-1.1771188694993637,-0.17978933740036432,0.09058179109902466,-0.37014130850842153,-0.6565808263235652,0.35305201636848565,0.15463135072296005,Contact
,1,-0.5586444775446459,-0.35495846919904495,-0.17348579866077596,-0.6177505088106782,1.0168178413459839,0.26724091559547986,0.4069684496352572,-0.44690813259071405,Contact
soccer,1,-0.6735001161825528,0.597909696645093,0.5340046041904957,0.00242167763572436,-0.1820363554353894,-0.3098800054007445,-0.17972442165082692,-0.2596542914969466,Contact
,1,-0.8194666729446093,0.9366981959023207,-0.214304243268502,0.37118035870582206,0.032990832321009994,0.46934234752870707,0.46026829467666414,0.035989674967041495,Contact
,1,-0.3386936920073513,-0.7889827468172274,0.41256821409103983,-0.04783949850775946,-0.13782257040216297,0.2971542673496233,-0.09702329662837689,-0.6475379308152467,Contact
hockey,1,-0.6735001161825528,0.597909696645093,0.5340046041904957,0.00242167763572436,-0.1820363554353894,-0.3098800054007445,-0.17972442165082692,-0.2596542914969466,Contact
soccer,1,-0.5586444775446459,-0.35495846919904495,-0.17348579866077596,-0.6177505088106782,1.0168178413459839,0.26724091559547986,0.4069684496352572,-0.44690813259071405,Contact
,1,-0.5975670559342874,0.12549893864028192,0.14123202959100334,-0.45560290669728953,-0.24019403034240902,-0.32504372303655693,-0.13683903655664723,-0.21525958265616435,Contact
