Sport_Name,Cluster_3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
Football,0,3.7835802755757557,-0.26607505074434884,-0.43254930019409615,2.007547556786057,0.8696273361998488,0.6169373363820656,-0.017294698606767068,-0.9612709860621148,-0.5432506733536062,-0.5097584366339952,1.4211035830469256,1.3511480567320886,-0.3314630520043957,-1.4894840467849786,-0.046887099722847284,0.5318078415288354,-0.5685047162296182
Tennis,2,-3.8744578473949907,-0.9248778297010668,-1.0442569877256191,-0.3297125969754408,0.6707600662555538,0.995267581643224,-0.3138846561162654,-1.4968635855251116,0.630214548064862,0.08742444584818884,-0.5653620300543613,-1.115449226850606,1.0533171803161385,0.06064682126417931,1.6067156073243023,0.3111724250268426,0.9619784263847694
,2,-1.9029526002660662,0.18808864280521195,-1.7416044135107034,2.1609323772147757,-0.5837578218630783,-1.0724102485621672,0.0650926248843593,-0.7702101974189455,0.9261063332068864,-0.6110183983035253,0.8532987405686848,-0.3901012458721322,-0.5888719848787143,-0.07662426486035306,0.061252904438882524,1.399184555220816,0.008266478061051546
Track,0,0.8309833975619858,-1.838132422665149,-0.005021156782646113,2.7490154713273625,0.32818849797809385,0.12424466825863338,-0.9245691066751421,0.6776152536975779,-1.4946861637725233,-1.0346475199148868,2.3647154260229066,0.8598958904336003,-0.16186144420034598,0.9088565022267693,-0.8492032386330463,-1.1284447761310201,2.0669197017864667
Rowing,2,-0.9566985443473351,-0.09159614960806839,0.1416454162790463,-2.871363927977392,0.6873372899667098,-0.6375173217296565,0.013926218885605173,0.4311192520776161,0.8563221127454111,-0.8187784951907998,1.141529143024228,-0.6752805055457505,-0.16805496736376208,0.22156791025777067,-0.16934433354803524,-0.6240768453461915,-0.3689662441549303
,2,-3.417074926949713,-1.4493816111066393,-0.06796439166792836,-0.5693663174373218,0.15410451689248192,-0.29896810374701804,0.8017316737001433,0.5020531962974869,-1.0051097299184826,0.22338100590098833,-0.7662331295978589,0.6485517055375503,0.5777341755970365,-1.0565262098691837,0.16172063354210803,-0.7643586204465737,0.38955091504822403
,2,-0.8177673573682277,-0.7063671323728198,-0.3679743488126973,0.7159194225214557,-0.46091341950295817,-0.2898480331751403,-1.2902715946537822,0.027000355398710426,0.544281341932812,-0.38926111893275694,0.36000780316372705,0.6735269576214499,-0.32207409258452147,0.13981508741701312,-0.8026595006947742,0.4315152967316455,-0.318800831589108
Baseball,2,-1.644926525479978,1.7022287310595983,0.36635959486328634,-0.22947443668336642,-2.7697779869585726,1.8991957889182045,0.40223684510518165,-0.616774010007336,1.649883340948379,-1.0665625948223703,0.7979921100579779,-0.3148726805058731,-0.5158103545705179,1.4160628287885815,-0.779439812523619,-0.360844440076089,-0.7801573681603544
Soccer,2,-0.38022146864884593,-0.8612537195882836,1.06248916755016,0.23968507557056148,-0.49782194556268955,-0.6208355841312102,-0.4455936412040795,-0.8534962433655354,-0.3093903609451581,0.17838713070225237,-0.43704181348615356,-0.18052440290999497,0.44583909403142513,0.5854547651226684,-0.21434037376150633,0.30511419325384126,-0.3184490920767006
Soccer,1,0.056300719005300384,5.826737854787275,0.17934877098854676,-0.5697189737880288,1.61079273916195,-0.5105897977444869,1.0595522941332005,1.0268535005661237,0.435220036011666,0.5264375570358598,0.9029940857306974,-0.7851405966926859,-2.052397469111935,0.6967536650386809,0.5620115706286085,-1.073885803836074,0.23879553156387015
Track,0,2.807772223204725,-0.7900545607725699,-0.4479925564617179,1.330916082504705,-0.4560347197115639,-2.07470081235051,-1.0461324448248182,-1.7737245744774823,1.1809573430365998,2.250330688228053,-0.20249107716994408,-0.3873691817907702,0.338618375097043,-0.0806544951520726,0.46277901315935616,-0.48183405950013986,0.23216620708522848
,2,0.16834104330953106,0.03414940986968453,-0.7237355415141224,-1.0249119135795854,-0.5160820784985769,-1.9022719695589396,1.3472764730202886,0.778928796000061,-1.5765540485576348,-0.23666156343587455,0.15246142201701474,1.438432022057114,0.05483198393348501,0.03549515000568361,0.041556879167139404,1.1420843027680236,0.4059989263426213
Bowling,0,3.964697445971601,-1.4134619903478172,-0.25032526359571794,-0.732533530066336,0.5272187581504089,-1.0751027366804569,1.1570461408779615,1.6583130088995528,-0.5336369347876897,0.629174749394855,0.2693747544486222,0.6396735845038934,-0.058553493040691726,-0.10964448983177179,-0.38063992942302,0.25753880867581513,0.27494050592886404
Soccer,2,-2.417242956728702,0.5625327275386195,0.9932956249407479,-2.5427036395281997,-2.852812999258589,0.7619118311308248,0.3327807270592105,0.009113347124851448,0.4094620062831425,-0.7431355198485557,0.23533393733126493,-0.10328561082417027,0.14090820480779062,-0.005493766458553615,0.06501265866678958,-0.36251264997564864,0.09643312262360067
,0,1.0951113382520612,-0.013294623963390316,1.7878903084564859,-2.779915419269519,-2.9746962085511037,3.1025242321115396,-0.28016064706682936,0.45313791587298774,0.513096405862156,0.37928979103864946,1.7955741279094952,0.8151333744372533,-0.5872286469743454,2.2737531307406056,0.15049808090959244,1.258086404544593,0.19143085873494392
Track and Field,2,-5.956684811031713,-1.475522367894278,0.5620546566216614,1.6873491355195864,-0.2726198874521938,0.3978276652949037,0.13832021141268583,-0.14262397625911352,0.45115970195755867,0.0525868455375583,0.035825068609336305,-0.1355591295014328,-0.14987199781801,-0.22024360471556587,-0.00899796981233902,-0.24492706855144797,-0.08613134529687655
,0,1.95485338850029,-0.5130547069746862,-0.1538999835859443,1.1985348502243918,-0.7404555118704155,0.27030641309447856,1.4592105007502754,0.06960370556767422,0.5116359900102865,0.6669594546851776,-0.529545397155211,-1.0695777867416132,1.1262037107625529,-0.36001236628197464,0.125044270632011,-0.447429195525727,-0.20883885689368545
,0,0.2138838713485029,-0.050175626295562735,-0.6279202176045084,-0.4168415092181973,0.4576025025858777,-0.563064199821303,0.2210640043594745,-0.22532233697959353,0.4423417345755714,0.08591236876663201,-0.4533203262575686,-1.6623750265097137,0.2907579094934666,-0.4040671854935815,-1.0989910573040085,-0.20304362891035435,-0.5036093559971125
Swimming,2,0.025530756205839045,-0.08616453657696424,-0.22791816497887574,-1.4148606303810956,-0.11475094966884057,-1.7518320813773762,0.2662187369961572,-0.6882097964315884,-0.7357591326885634,0.8816279975657411,1.0351864834041757,0.20574493927170412,0.274565969098801,0.2801382578837568,-0.15805865000047525,0.1680035065311334,0.12587111163945078
,0,0.06173423364767187,-1.8953192115927804,-0.3631097155962587,0.2054967525075464,0.0029788909434872264,-0.19642058475000568,-1.009948550109021,-0.8930661180920836,0.1811311867020063,0.06640811535698522,-0.7129856041106132,0.49333345057358,0.1102910002285015,0.6393868164829654,-0.47086812836259395,-0.4798890367673855,0.668668474952167
Soccer,0,2.545418923286911,-1.782905693447333,-0.010719035095221171,-0.8095971489095929,-0.3381308209337359,-1.0032202609480334,0.5492469871307181,0.3264178117452106,0.2614445931587865,0.004198182687014334,1.1414114366149535,0.13615530161452938,0.9276534952112944,0.42665978837466506,0.6844448235153467,-0.18712991661389725,0.6539575029834779
Football,2,-4.154883380702004,2.2203194530075225,-0.5283029267109597,0.4243834122298422,-0.7176293834060801,-0.46929742826801235,0.8751163150025764,1.1507386475978885,0.25451763970615304,-1.2123908428310783,0.3257878266788376,-0.7375815460026507,-0.34398140910215536,-0.5883508405921424,0.28670042197145856,-0.3027104155929376,-1.5142600554211214
Swimming,0,2.5917673190130257,-1.4916026522673713,-1.0792654320507724,1.0073119409738807,3.0396603576778127,0.48938960843926566,0.8647283353638052,-0.02376691079124053,0.2851906644593222,0.26241564185983823,-0.3350729372568244,0.38420441262720617,0.7372093442620855,0.5558206539862841,-0.0602634658621374,-0.1337837839257011,0.3115500523163198
Swimming,0,2.8107863568279368,-1.0384040717101188,1.8851660503456902,-1.6236690558161602,-0.29596330998639464,0.4081541598854322,0.48871447653821765,0.9768437861525509,-0.9813159432188685,0.8601144378422939,0.2288695014380602,-0.4721496812870436,-0.39183855194182504,1.7994679844540575,1.5496877444317552,-0.13501475218387096,0.026620015428006804
,2,-0.8485274698595148,0.0008679429594507416,1.3785428833364344,-0.008046042372302572,-0.5712535935384,0.5129900050766294,2.1303978422391325,-0.7556467132803919,-0.9051014500050705,-2.096166389300197,0.3022960943925143,-0.8012133698308934,-1.4246302518295983,0.09778242742434806,1.327343031865843,0.2616974001778966,0.04508818293352072
Tennis,2,-3.463561970881133,-0.8934095537140059,-1.5283463266903825,2.5212115245462576,-0.2607096429327251,-0.9460609905116412,-0.18228629057409504,-0.825887460627774,1.122870621258655,-0.559027041328957,1.2652597801152323,-0.4593011865830516,-1.0192417448787854,-0.6159254124935074,-0.10639777309970752,0.3823860381610979,0.2720480700731354
,0,4.244476519377076,1.0097391710511623,0.20462490288653204,0.1709586036357993,-0.36677924229659825,-0.8260998259354632,1.0271520386537072,-0.013118001498137275,-0.2153959949772363,0.10314670263208806,0.8708248944487337,-0.6994428174978329,1.339747935559057,0.2892007559886896,0.37379113141589393,-0.6349235615428434,0.6076048695321287
,0,3.064550865727425,-0.20647221241614236,-0.34335970366312524,1.5372708673716746,0.27235262938626353,-1.360069391450088,-0.08277337880974078,-1.101850340001457,0.8537323824732117,0.3681055335282655,1.619181640042195,0.8306144395249814,-8.597928469603978e-06,-0.6517078785694139,-0.15619665979919842,0.4525639496601718,-1.1176815531274313
,2,-0.11715191694565516,-1.3233174447511105,0.7585428702461622,-0.45187529838575374,0.1498834849740352,0.026952740972079503,-0.4859397024558644,0.33162872165989205,-0.2992069908733607,-0.5030398540778153,0.20624694869660273,-1.6570679792719192,0.47819932757720784,1.022897246646356,-1.0964511789877966,-0.18468417912787355,-0.6686437431353819
Basketball,2,-4.049355012646369,0.2651731528503735,-2.7060524149007525,-0.8552155977673946,0.03496387944951037,-0.3364537703388012,-1.2221514215250509,0.11804604556496172,0.5805322647664455,0.23376054892353648,0.5692023475987481,-0.24729693832366123,0.7375038254035506,0.589464024031744,-0.2239304046086891,-0.18241317163590784,-0.3933588982163196
,0,0.9171445352800293,-0.772182809730784,-2.066988696819371,-0.20769058946103675,0.6644255201420758,3.158058791645727,-0.46197433412656996,0.036420146199762464,0.17100972571035666,0.5034933050467129,-0.12826277499021263,1.0836148453765957,-0.03693629206131055,-0.42388867025085397,-0.41221714248757924,0.049751816358488805,-0.04696999140708968
Baseball,0,0.6622761674071803,2.0756228479017174,-0.6782688029901308,1.0937646652184607,0.03671920390231801,-0.4099635044083288,-0.4006960529305941,-0.16627270620297427,0.6306186712491243,0.8330814386943949,0.5801125984875896,-0.12599408885291832,0.5712183902057324,-0.050184386865267015,-0.7259223457030018,-0.2887715386094523,0.1142970368019502
,0,1.9544737360449125,-1.75823720870148,1.509617757503339,-0.23548230652265223,0.21357098820161727,-0.984392814294981,0.003921763476420171,0.15735259950389804,-0.5950904329377056,-0.4978448249527516,0.682527684885452,-0.575549639748891,-0.11676755661996992,0.0682705518946591,0.45547564993907413,-0.3834148889894805,-0.16011072546826233
Soccer,2,-0.44064694006628313,-0.7155745358189789,0.7425259512909788,-0.6379254931337499,-0.3744894698176025,-0.9256735774792492,0.16230926394246664,-1.3367846598660504,1.080923967482701,-0.2227082374140941,-0.19062915742021103,1.270642696788937,-1.1853636745058416,-0.5184041947237155,-0.5273885303506487,0.2576429619606962,1.6039428196708385
,0,1.3175231970606078,-0.26202237053081,0.08405376642768461,2.535328186904453,0.3720063291402071,-1.956855916452252,1.540435998572426,-1.7539444881238322,-1.5671608224930147,0.3365413691829962,0.37219764234700237,-0.7509415901896214,0.4407513416437859,0.10606399555732214,-0.053979365917003266,-0.656487844473605,-1.6264942672024987
,2,-0.05354015251885187,0.3504903951331436,0.20165496101964053,-0.36800901033354316,-0.9068029729512558,2.470686099185204,1.8218521982409102,1.4843055173969077,0.9223051757943517,0.5927313124767323,-0.802216626967903,2.6314306432069405,-1.5882828780940665,0.28962952449780743,0.1362295627815793,0.15725417835695057,-1.788074143950376
,0,1.5353062201069207,-0.5201623401535325,-0.3039476448505897,0.6034501109609561,0.11122100886727895,1.1130569264602121,0.30014453625521464,0.11557746755763681,0.9723290518682637,0.6222249150111155,0.9067236270972273,1.3346661767464247,1.4356534383841326,-0.3151452818502971,-0.9360683446803831,0.0474927030997874,0.5403335412508607
Competitive cheer,2,-1.5299351003879242,1.9356157238380625,0.1152492710228897,0.505644757406404,-0.2915901123321603,-0.5504584335698962,-0.848975075566115,-0.3792832477188605,0.17394152505175653,0.4277444038473556,0.9435765274828287,0.17277293387373205,0.0036064247379540603,0.14277445419259743,-0.08970402343960501,-0.21718595951098074,0.9054340597501784
Basketball,2,-3.9805466486246983,-1.1835161681577782,-0.683365213979334,-1.1577764097755732,-0.270109980148888,-0.4399876917650729,0.35011551967212223,-0.47567149483796933,0.8574053562418812,0.2038344104407272,-0.4988242014270768,0.6098850173199303,0.1262046465618835,-0.6737504577425241,-0.43738642222091106,0.2643339399124776,-0.31095327157370867
Soccer,0,2.7037291620737594,-0.10824051205481308,0.59394582484214,-1.4839997195182797,0.3837037266506991,-0.31119944017714424,1.9437461056104448,0.07668220647014169,0.39218609118724224,0.3014533704422375,0.5261895335896638,1.9978388298844616,1.142921910531024,-0.8167728973833364,0.05036073707926357,0.2511578167658496,0.2828658121339348
,2,-1.3525469833355503,1.3893141421295305,-0.5210684744760331,1.0650767310280536,-0.6208677424104443,0.11949152064803001,0.10762609164709226,2.0086147336650453,-0.3451975684874111,-0.7709875950901038,0.6941013247489517,0.32604498520779857,0.6332456082565427,-0.21254148550677987,0.2246707530760818,-0.47526061359182753,-0.3558124457555748
,2,0.18593710327314938,1.0830614488707904,0.08078850115907944,-1.7476820493094436,-0.5617134255468323,-1.3711134493311032,-0.5369644006018722,-1.0155010142069059,0.47751256643157847,0.8612574880705965,-0.08212080595220549,-0.29639326731779186,0.8240774804734428,0.14015888178864672,-0.5367577026244099,0.49550998096326915,-0.07515827983512768
,0,3.1251553166464068,1.0077381322185246,-0.3392429489733832,3.367731518870514,0.37830039391838355,-0.057533764346010076,-0.3995823442711573,1.74793109905582,2.2277206146288195,0.5041000941570541,-0.5480170354177355,-1.7837264948818077,0.6412614686909852,0.11601747761055495,-0.24260350570358621,-0.551709789072983,0.5869134852925988
Basketball,0,0.23720307554867914,-0.4074310268583636,1.2823111911007867,2.78199841738368,-0.8084115085037831,-1.8862363070541448,0.8211684264543929,0.7015955284624934,-0.5045122737330274,-0.574972589936389,-1.7629275695258348,1.119265966799703,0.8389858538953822,0.6761731446503154,-1.288026680593766,0.8354466610038437,-1.016642732779489
,0,0.48035611565796565,0.09032026866668205,-0.30305172973551664,-0.7843925402734009,-0.38247400751125205,-0.3950727267946976,-0.20563596037078805,0.12279183451419273,0.7953737808669328,2.267736947204771,-1.6887221477079075,0.8091407988059978,-1.6940996221877023,0.13422665325526895,-0.09767441500538139,-0.03749283733699307,-0.09347755778130636
Golf,2,-5.6260899401767075,1.173225801393533,-1.4445809913896668,1.5732160637647825,0.40897682942109964,0.7077232392515563,0.5213446425574514,0.5466731720237397,0.34173811646694663,1.254482074692609,0.11375458664154504,0.3839662283776787,-1.1214952655220123,1.4707412557310091,0.1665748410909089,0.5527637121120271,-0.2476811140745061
Soccer,2,-0.7547961046763559,1.0533291429418883,-0.847790350082816,-0.21312388132437687,-0.29300889207285136,-1.0446972111682482,-0.8709677702289158,0.5737088035461791,0.6460231972111009,-0.8005594227918582,0.699648015474089,-0.7665768457021349,0.03153711178975158,0.26335854404013176,0.012949859523415909,0.1928529701706943,-0.19227167064969286
Fencing,0,1.4944256999162464,-0.29524432172709003,2.144963109947301,-1.0887117810680353,-2.0013935532584064,4.127109902352054,-0.8509223633904581,-2.4520363224470123,0.8919484802851565,-0.6315203877195874,-0.8932289316556579,0.8987491605748569,1.1406905338738753,-0.09246153494496157,1.1389222011000943,-0.23905998580701746,-0.4520982530117688
,0,3.8741752067286717,-1.9392762283526297,0.15065734034007314,-0.6136590795756557,0.27855440662162956,0.07971241841007923,0.9319145041795145,2.043957546202902,-1.0974337531958867,-0.018663624078838485,0.46774779182987014,-0.8626948263718186,0.12660699002434062,-0.24331123470472557,-0.446066405838785,-1.0353442678695985,-0.03868299494181191
Basketball,0,5.560442566522325,-1.275979493743034,3.212070503532454,1.3408959779987832,0.40701348357499634,1.3865636660334877,-0.7193550031678114,-0.2530450845779395,0.6203851259423031,-1.1583566643904748,0.3060894840875786,0.3197750034348006,1.0257395279478925,0.2755935210298348,0.762219665863885,0.29215211237913835,-0.864096855727981
,0,2.0313861784253913,-1.3891802016788408,0.8029145431230159,-1.5129532872890716,0.8888063620219887,0.5004117216405655,-0.6548074424810226,-0.8117366475415341,-0.5392919454971855,0.35043512410523936,1.6133845410120782,1.1284236946962325,0.26669445486126536,0.016609392240954503,-0.05416844245801087,-0.4569340931116802,-0.5150047245723638
,0,5.601844766153942,-1.335908117431667,0.028841402909339866,-0.6576057751351365,-0.9098311407468193,-1.1804122392301102,0.018354370272760906,1.371719999262026,0.355490221150701,-0.8405762767109956,0.8483857864893966,-0.35969638870602,0.18316865316247438,0.04717665186440295,0.5229893761923239,-0.3712160239699599,-0.4492453675541369
Gymnast,0,0.4666135086429745,-1.8474921627749794,0.48851493608844765,2.308292607955881,-0.5869241398459496,-1.3275153661632189,-2.6546442903465777,0.09728403773549701,0.251946669657478,1.1767762947137481,0.08483304634921925,-0.4870534421656025,-0.46438830040129997,-0.0801768488934641,0.7269588004910216,0.3629189181743593,0.027155518214099925
Football,2,-0.5384694001547051,0.7492232607817771,-1.0598933131958552,2.009372016368342,0.03214196430516117,2.599288391014785,-1.1649570921931018,1.2424563304197074,2.6353860002434355,0.3723901371498965,0.8584549722204415,-0.6318911919468185,0.1801213937153569,0.09784575639091705,-1.1716521925599852,0.30612688559602785,-1.0002715215863227
Soccer,0,0.7154443099994292,-1.172876892627373,1.0450639940069149,-1.4058398646314645,-0.2944053373837836,-0.8493890472588287,-1.094579433814785,0.3868308657781566,-0.10069141174532528,-0.23259605550173498,0.7508428382838811,0.007825959041547795,0.37729166918229984,0.2457227355315364,-0.08264892178801025,0.08638191333684157,-0.13009146308930805
,2,-2.3088612508532216,0.16320745292565333,-0.9297576351538455,-0.12376831431672322,-0.6390347578705882,-0.22911033666222957,0.10278675105571955,-0.4184517148087973,-0.35106910454626156,-0.2804029752903949,-0.4378878555270105,-0.1619434503888844,-0.26496796274634643,-0.209806506831239,-0.6455641630616447,-0.16245827996057655,-0.0490618915076669
Basketball,2,-3.1532307495924625,-1.0762437729225434,1.3705984625771883,0.8027713616201714,-3.2355460366402005,1.6660619398406462,0.4860795159926803,0.41392584035423297,-0.018084948205029545,0.1805281809684542,0.769414868906107,-1.070536992267573,-0.6660885948316282,-0.7709110312049209,-0.1817776096983517,0.2426901348400171,1.2984148563416276
Field Hockey,2,-0.2156510028244818,-0.5002105411772176,-1.1792952508922745,-1.138353323452514,-0.0801434140672613,-0.5089375101205217,0.200050965861274,-1.03843084263965,0.4315487387082264,-0.25336909223703785,-1.0716786607845166,0.4093408426230294,0.23407778581509772,0.26858397687224933,-0.7165661280640505,-0.3044437806783807,0.7556547716948773
,0,0.3801019868387152,-0.4130955925311981,-0.33694676250788325,-1.2941383537473738,-1.8855979444212028,-0.8173377143896148,-0.3946402161499467,0.7717320615030213,-0.12876810677284956,-0.36317108532000514,-1.0633468756395714,0.8153077936006097,0.36552536415827025,-0.07034906949511188,-0.5806452605463698,0.30304623863680236,0.2513548877815922
Soccer,0,1.0559572227056087,2.961383667841311,-0.5238408000681709,0.4361103964524319,0.23494665031721176,2.3178461774319454,0.0922165589720133,-0.6850390583979802,-0.2561672931388543,1.0538740296755316,-0.31165111759528097,1.077389166249366,0.00014520854159913657,1.5671417401295258,0.24338938440095728,0.9885436185302884,-0.2484930798351507
,1,-2.7015570987125845,5.794257733829907,1.208312883649703,1.1291267204227013,1.1437748678469704,2.3929040766692493,1.2751142989934285,2.6149151378346134,0.22901842814241624,0.9694587813590033,-0.004496960873132216,0.8363577436799184,1.4278089716547209,-1.6655104505989262,-1.003202553176218,-0.24416710339324685,0.8524827960819857
,0,4.027368266305536,3.099198814804006,0.1619473353844976,0.38917692816652943,0.9795755427969813,-0.8642312876794503,-1.1398846382067442,-1.2266967828621334,-0.4464512295220462,0.4147150352600314,1.2031753457809593,0.5640550308018227,0.6906726530984821,-0.1990021435324463,-0.7901633438109581,0.11705210740407451,-0.3342934662714083
Track,2,-2.27856166167379,0.8978350294134734,-0.9379749183847849,0.08056546303118826,0.652496700912603,-0.1194137125653718,-0.7625849773506974,1.0665959011969623,1.576626805535425,-0.7298010434689571,-0.7070325017792033,0.3463088377029304,0.15088479724153733,-0.567482174587023,0.05526538229706031,0.683900767237568,0.14559468370378673
Football,0,1.9872204970732534,1.7790135452390192,-0.11929870937741263,0.6571016136828213,0.550369076447914,-0.72561348227257,-0.8206848440706966,1.0926323387753303,0.7020077736087179,-0.6330072038083261,0.861451370672895,-0.628001322115232,-1.5512477335183723,-1.1157984418564517,-0.6082274385115732,-0.5227896876621831,0.046680300406113075
Volleyball,0,4.5836842233977215,1.652561982853723,-1.5592679956131068,-0.824069946553566,-1.2435299077200221,-2.457361567593112,-0.6129533613293784,-1.772107102142279,1.065993630837859,0.926898307744709,0.7857770515615278,0.15796342259427074,-0.8381954968159958,0.12122401047421962,0.21765714472256195,-0.7069406036910076,-0.06142062783788554
,0,0.4152380111593729,-0.1215141655548737,0.41405967523720194,0.2129246290562095,0.06038885412450462,0.06760077537221779,1.3292401635448878,-0.45083887492771924,0.17293517795055496,-1.027694730474344,0.2699615842967058,0.20215699074986937,0.38453453370534263,-0.8731697281281413,0.1095136058444587,1.110707255000899,-0.5753660444281443
,2,-4.077753007802672,0.0014732587497169975,-0.7615482862762339,-1.5275256911760313,0.6842412705198535,-0.6597650365066615,-0.034113912069193356,-0.7162719339856898,0.5670121985693526,0.19388049527882192,0.3214954701325383,0.11107589075307506,-0.16477545741945035,-0.796797096911866,-0.4625093339200826,0.8080652933601162,-0.2426481235653718
Sideline cheer,0,2.853822200455952,-0.9045455579676813,0.01937803344640007,0.17576743834588268,-0.5048376589408894,0.8592486912945689,0.8220241802553641,0.7048402717373085,-0.45230092538934014,1.322274150082215,-0.11316359673676474,-1.3556087526562832,-1.3291333959396223,0.7600184067363105,-0.5612892072933945,0.8383653731204562,0.8211817897743731
,2,-0.7987622851343438,-1.0077032609610832,-1.144150083187926,1.6304058021467362,-0.7304123154833861,-1.8619754368115606,1.15500663694949,1.2551616472068396,-0.034275254534580656,-0.6557771133000335,-0.3800639518933737,-0.13843216923035756,0.3039928423103182,-0.37640210707548794,1.1444876230461047,0.36948847261558915,-0.3467671379051367
Bowling,0,4.384136573034515,0.9322897449605242,1.0713048288049678,-0.33950136573247647,-0.8750893564403304,-2.499585826572392,0.3008689608774844,-1.4223630214707945,0.6348471374084412,0.9550051658541623,0.18931974544351696,-0.09663072145821891,-0.17300603798039896,-0.25792247194879214,0.6431330281398674,-0.19763270034812358,0.22016975830274613
Football,2,-1.6021350171265476,-1.651951722553106,-0.3260541504006158,1.2596874123649207,0.628377495661636,-0.8378268429679472,0.980735856946911,1.1098649124232292,-0.5232684894956228,-1.6563688280527864,-0.5581078939901488,0.20038930810470013,-0.09475421975332791,0.04638202462544602,0.4175316118117716,0.7920883739918875,0.9919599776116731
Volleyball,1,-0.7073435616365147,5.9041048208394065,1.3053657525652684,-1.824265642809089,0.9265449634856393,-0.1968337536991782,0.47334432730392373,-0.8786834269439376,0.17135211129945493,0.40218398644058373,0.5192333328359553,-1.4449477128553532,-0.7047745734331451,-0.9019822633159337,-0.17675337121332582,-0.60974984645454,-0.3604704459441192
,0,0.34787162490682105,-0.26737835560624007,1.5131342224228248,-0.9714534695987846,0.7891114311197341,-0.09682735671691048,0.6046659066388207,-1.7167316008877762,-0.6994612441137155,-0.007194830778926732,0.139664386302923,-1.2118461404711915,0.36375117358348646,-0.019813172770310063,-0.4438466747661841,1.2785523312209968,-0.16328001592855543
