Sport_Name,Cluster_5,PC1,PC2,PC3,PC4
volleyball,2,1.3207443567253072,-0.08261694325582085,0.27912236497887444,0.6624096399201218
tennis,1,0.032206034217846444,0.8496734003872463,-0.2969906298719264,-0.00013070941983285258
wrestling,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
karate,4,0.8596896656660078,-0.025493118594893567,-0.575653089008575,0.8815506085893027
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
basketball,2,1.0195516834306075,-0.2500083044591486,0.5132658397933748,0.6887873603182397
,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
cross country,2,1.3207443567253072,-0.08261694325582085,0.27912236497887444,0.6624096399201218
swim,0,0.2378273774381044,-0.6483598084053038,0.8058133369606805,0.5972677377513856
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,4,0.8099839390954798,0.10359461107688558,-0.675677147945458,-0.011674164027240122
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
swim,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,4,0.3971707065612016,1.002490573122904,-0.46303314481909325,0.04396681221395774
tennis,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
dance,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
football,2,1.2072666311061238,0.061044974883628,0.11099734617465802,-0.3012903747283291
soccer,2,0.8423019587627686,-0.09177219785202977,0.2770398611218247,-0.3453878963621198
volleyball,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
street hockey,4,0.7462119400468243,0.11816879954455543,-0.7437781078127915,-0.08214940605914849
track,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
football,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
football,2,0.8423019587627686,-0.09177219785202977,0.2770398611218247,-0.3453878963621198
basketball,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
basketball,2,1.2072666311061238,0.061044974883628,0.11099734617465802,-0.3012903747283291
basketball,1,0.032206034217846444,0.8496734003872463,-0.2969906298719264,-0.00013070941983285258
soccer,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
soccer,2,0.8423019587627686,-0.09177219785202977,0.2770398611218247,-0.3453878963621198
volleyball,2,0.8423019587627686,-0.09177219785202977,0.2770398611218247,-0.3453878963621198
tennis,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
baseball,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
tennis,1,0.032206034217846444,0.8496734003872463,-0.2969906298719264,-0.00013070941983285258
,1,-0.22469158166670192,0.3796238833124937,0.9184332811501624,-0.2403160586239592
soccer,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
swim,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
marching band,4,0.49472499332265274,-0.17831029133055126,-0.4096105740614084,0.837453086955512
,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
tennis,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
cross country,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
soccer,4,0.7462119400468243,0.11816879954455543,-0.7437781078127915,-0.08214940605914849
,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
,2,0.8423019587627686,-0.09177219785202977,0.2770398611218247,-0.3453878963621198
hockey,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
soccer,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
football,2,0.906073957811424,-0.10634638631969968,0.3451408209891584,-0.27491265433021134
,2,0.8423019587627686,-0.09177219785202977,0.2770398611218247,-0.3453878963621198
cross country,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
football,2,0.4932607252771458,0.7925495757263186,0.557784824115523,-0.21927167808901354
track,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
marching band,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
tennis,2,0.8423019587627686,-0.09177219785202977,0.2770398611218247,-0.3453878963621198
,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
soccer,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
,3,-0.2729330401917228,-0.46214825407259735,-0.14898617596365202,-0.07681606619597649
,4,0.3971707065612016,1.002490573122904,-0.46303314481909325,0.04396681221395774
,2,0.8423019587627686,-0.09177219785202977,0.2770398611218247,-0.3453878963621198
football,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
cross country,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
football,1,-0.11121385604751839,0.23596196517304466,1.0865582999543788,0.7233839560244919
golf,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
twirling,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
wrestling,1,-0.5722685471068175,0.2930857898339721,0.23178284596692925,0.9425249246936724
tennis,1,-0.6219742736773456,0.4221735195057513,0.13175878703004631,0.04930015207712978
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
swim,2,0.8582253976205009,0.9453667484619765,0.39174230916835634,-0.17517415645522286
basketball,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
soccer,4,0.7462119400468243,0.11816879954455543,-0.7437781078127915,-0.08214940605914849
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
cheer,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
soccer,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
horseback riding,4,0.7462119400468243,0.11816879954455543,-0.7437781078127915,-0.08214940605914849
volleyball,4,0.49472499332265274,-0.17831029133055126,-0.4096105740614084,0.837453086955512
track,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
basketball,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
soccer,1,-0.22469158166670192,0.3796238833124937,0.9184332811501624,-0.2403160586239592
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
cross country,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
track,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
football,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
football,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
baseball,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
gymnastics,0,0.3015993764867598,-0.6629339968729737,0.8739142968280142,0.667742979783294
marching band,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
field hockey,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
volleyball,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
track,1,-0.22469158166670192,0.3796238833124937,0.9184332811501624,-0.2403160586239592
football,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
football,2,0.8423019587627686,-0.09177219785202977,0.2770398611218247,-0.3453878963621198
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,1,0.032206034217846444,0.8496734003872463,-0.2969906298719264,-0.00013070941983285258
cross country,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
volleyball,1,-0.5722685471068175,0.2930857898339721,0.23178284596692925,0.9425249246936724
,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
track,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
track,4,0.7462119400468243,0.11816879954455543,-0.7437781078127915,-0.08214940605914849
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,1,-0.22469158166670192,0.3796238833124937,0.9184332811501624,-0.2403160586239592
,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
volleyball,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
basketball,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
basketball,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
tennis,2,0.955779684381952,-0.23543411599147873,0.44516487992604103,0.6183121182863311
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
field hockey,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
volleyball,1,-0.6219742736773456,0.4221735195057513,0.13175878703004631,0.04930015207712978
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
,2,0.8423019587627686,-0.09177219785202977,0.2770398611218247,-0.3453878963621198
volleyball,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
,4,0.7462119400468243,0.11816879954455543,-0.7437781078127915,-0.08214940605914849
basketball,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
football,2,1.271038630154779,0.04647078641595816,0.1790983060419917,-0.23081513269642073
golf,1,-0.6219742736773456,0.4221735195057513,0.13175878703004631,0.04930015207712978
cross country,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
volleyball,1,0.032206034217846444,0.8496734003872463,-0.2969906298719264,-0.00013070941983285258
soccer,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
basketball,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
archery,2,0.8582253976205009,0.9453667484619765,0.39174230916835634,-0.17517415645522286
soccer,1,0.032206034217846444,0.8496734003872463,-0.2969906298719264,-0.00013070941983285258
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
baseball,0,0.2378273774381044,-0.6483598084053038,0.8058133369606805,0.5972677377513856
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
golf,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
volleyball,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
baseball,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
football,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
swim,1,-0.5722685471068175,0.2930857898339721,0.23178284596692925,0.9425249246936724
,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
volleyball,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
,1,0.032206034217846444,0.8496734003872463,-0.2969906298719264,-0.00013070941983285258
football,4,0.7462119400468243,0.11816879954455543,-0.7437781078127915,-0.08214940605914849
volleyball,4,0.7462119400468243,0.11816879954455543,-0.7437781078127915,-0.08214940605914849
baseball,1,-0.22469158166670192,0.3796238833124937,0.9184332811501624,-0.2403160586239592
soccer,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
soccer,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
tennis,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
volleyball,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
track,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
volleyball,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
soccer,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
swim,4,0.510648432180385,0.8588286549834548,-0.29490812601487676,1.0076668268624092
basketball,1,0.032206034217846444,0.8496734003872463,-0.2969906298719264,-0.00013070941983285258
baseball,4,0.7462119400468243,0.11816879954455543,-0.7437781078127915,-0.08214940605914849
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,1,0.032206034217846444,0.8496734003872463,-0.2969906298719264,-0.00013070941983285258
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
soccer,1,-0.22469158166670192,0.3796238833124937,0.9184332811501624,-0.2403160586239592
lacrosse,3,-0.2729330401917228,-0.46214825407259735,-0.14898617596365202,-0.07681606619597649
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
fencing,1,0.032206034217846444,0.8496734003872463,-0.2969906298719264,-0.00013070941983285258
golf,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
soccer,2,0.955779684381952,-0.23543411599147873,0.44516487992604103,0.6183121182863311
,2,0.8582253976205009,0.9453667484619765,0.39174230916835634,-0.17517415645522286
,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
basketball,2,0.955779684381952,-0.23543411599147873,0.44516487992604103,0.6183121182863311
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,2,0.8582253976205009,0.9453667484619765,0.39174230916835634,-0.17517415645522286
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
soccer,2,1.2072666311061238,0.061044974883628,0.11099734617465802,-0.3012903747283291
baseball,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
football,2,0.8582253976205009,0.9453667484619765,0.39174230916835634,-0.17517415645522286
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
cross country,2,0.8423019587627686,-0.09177219785202977,0.2770398611218247,-0.3453878963621198
soccer,0,0.2378273774381044,-0.6483598084053038,0.8058133369606805,0.5972677377513856
,3,-0.22322731362119472,-0.5912359837443764,-0.048962117026769086,0.8164087064205663
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
field hockey,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
basketball,1,-0.6219742736773456,0.4221735195057513,0.13175878703004631,0.04930015207712978
crew,1,0.032206034217846444,0.8496734003872463,-0.2969906298719264,-0.00013070941983285258
,2,0.4932607252771458,0.7925495757263186,0.557784824115523,-0.21927167808901354
football,2,0.4932607252771458,0.7925495757263186,0.557784824115523,-0.21927167808901354
,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
,2,1.3207443567253072,-0.08261694325582085,0.27912236497887444,0.6624096399201218
gymnastics,2,1.271038630154779,0.04647078641595816,0.1790983060419917,-0.23081513269642073
soccer,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
cheer,1,-0.685746272726001,0.43674770797342116,0.06365782716271283,-0.021175089954778566
tennis,0,0.2378273774381044,-0.6483598084053038,0.8058133369606805,0.5972677377513856
,2,1.2072666311061238,0.061044974883628,0.11099734617465802,-0.3012903747283291
cheer,4,0.38124726770346923,-0.03464837319110238,-0.5777355928656248,-0.12624692769293913
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
,0,0.18812165086757623,-0.5192720787335248,0.7057892780237977,-0.29595703486515706
lacrosse,0,0.12434965181892085,-0.5046978902658549,0.6376883181564641,-0.3664322768970654
netball,3,-0.33670503924037826,-0.44757406560492735,-0.21708713583098552,-0.14729130822788483
